Property Address,Property Name,PropertyType,Star Rating,Energy Star,LEED Certified,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Leasing Company Name,Leasing Company Contact,Submarket Cluster,City,State,Zip,County Name,Sale Company Name,Sale Company Contact,For Sale Price,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Ceiling Ht,Owner Contact
9004-9068 W Broad St,Tuckernuck Square,Retail (Neighborhood Center),3,,,C,Existing,86275,6565,$12.57 - 15.37 (Est.),Retail Building,Richmond,Broad St Corridor,Brixmor Property Group Inc.,Temma Weissman,Northwest,Richmond,VA,23294,Henrico,,,,N,6/28/2011,,98.96,1984,1994,86275,5.59,Multi,12/02/2008,51085C0295B,51087C,0295B,No,100-year and 500-year Floodplain,,Mark Horgan
9125-9127 W Broad St,,Retail (Neighborhood Center),2,,,C,Existing,93440,13546,$14.13 - 17.27 (Est.),Freestanding,Richmond,Broad St Corridor,Wheeler Real Estate Company,Raymond Hicks,Northwest,Richmond,VA,23294,Henrico,,,,N,,,85.50,1986,1999,93440,3.86,Multi,12/02/2008,51085C0295B,51087C,0295B,No,100-year and 500-year Floodplain,,
9320 W Broad St,Kickback Jack's Shops,Retail,2,,,B,Existing,15000,1224,$20.61 - 25.19 (Est.),Freestanding,Richmond,Broad St Corridor,BHHS Towne Realty,Janet Moore,Northwest,Richmond,VA,23294,Henrico,,,,N,,,100.00,2006,,15000,,,12/02/2008,51085C0295B,51087C,0295B,No,100-year and 500-year Floodplain,,
10050 W Broad St,,Retail,2,,,B,Existing,40105,40105,$16.58 - 20.26 (Est.),Freestanding,Richmond,Broad St Corridor,,,Northwest,Glen Allen,VA,23060,Henrico,,,,N,,,0.00,1998,,40105,5.88,Single,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,
10150-10192 W Broad St,,Retail (Strip Center),3,,,C,Existing,21869,1200,$17.44 - 21.31 (Est.),,Richmond,Broad St Corridor,Taylor Long Properties Inc.,Ellen Long,Northwest,Glen Allen,VA,23060,Henrico,,,,N,8/22/2017,"3,900,000",94.51,1991,,21869,5.15,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,Martin Stever
10921 W Broad St,,Retail (Community Center),2,,,C,Existing,13550,6731,$23.11 - 28.24 (Est.),Storefront,Richmond,Broad St Corridor,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23233,Henrico,,,,N,1/3/2020,,50.32,1998,,13550,8.55,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,"18'0""",
11275 W Broad St,,Retail (Lifestyle Center),3,,,B,Existing,6576,6576,$24.26 - 29.66 (Est.),Restaurant,Richmond,Short Pump,,,Northwest,Glen Allen,VA,23060-5817,Henrico,,,,N,10/14/2022,"3,758,496",0.00,2009,,6576,9.12,,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,John Albright
11331 W Broad St,Main Building D,Retail (Neighborhood Center),4,,,B,Existing,47760,1400,$35.15 - 42.96 (Est.),,Richmond,Short Pump,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Glen Allen,VA,23060,Henrico,,,,N,8/26/2021,"13,220,819",97.07,2007,,47760,,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,
11521-11537 W Broad St,Short Pump Shoppes,Retail (Strip Center),3,,,B,Existing,16342,2700,$35.32 - 43.17 (Est.),,Richmond,Short Pump,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23233,Henrico,,,,N,,,100.00,2000,,16342,5.26,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,"12'0""",Thomas Pruitt
11709 W Broad St,The Shoppes At Westgate,Retail (Neighborhood Center),3,,,A,Existing,20561,2973,$28.07 - 34.31 (Est.),,Richmond,Short Pump,Cushman & Wakefield | Thalhimer,Alex Wotring,Northwest,Richmond,VA,23233,Henrico,,,,N,,,100.00,2004,,20561,6.99,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,Alejandro Alvarez
11833-11849 W Broad St,Corner at Short Pump: Building 1,Retail (Community Center),3,,,A,Existing,15000,3174,$32.97 - 36.55 (Est.),Freestanding,Richmond,Short Pump,Cushman & Wakefield | Thalhimer,Connie Nielsen,Northwest,Richmond,VA,23233,Henrico,,,,N,,,78.84,2012,,15000,4.33,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,Kevin McFadden
12120 W Broad St,West (North) Retail,Retail (Power Center),4,,,A,Existing,50548,3795,$19.79 - 24.19 (Est.),,Richmond,Short Pump,"H&R Retail, Inc.",Bryan Davis,Northwest,Richmond,VA,23233-7607,Henrico,,,,N,,,96.70,2018,,50548,,Multi,12/02/2008,51075C0245B,51087C,0245B,No,100-year and 500-year Floodplain,,
12121 W Broad St,Greengate A,Retail (Neighborhood Center),4,,,B,Existing,9830,1531,$20.08 - 24.54 (Est.),Freestanding,Richmond,Short Pump,Colliers | Virginia,Harrison Hall,Northwest,Richmond,VA,23233-7604,Henrico,,,,N,11/18/2021,"3,341,833",100.00,2017,,9830,,Multi,12/02/2008,51075C0245B,51087C,0245B,No,100-year and 500-year Floodplain,,
12171 W Broad St,Greengate C,Retail (Neighborhood Center),3,,,B,Existing,10145,1549,$22.43 - 27.41 (Est.),Freestanding,Richmond,Short Pump,Colliers | Virginia,Harrison Hall,Northwest,Richmond,VA,23233-7604,Henrico,,,,N,11/18/2021,"3,443,404",84.73,2017,,10145,9.33,Multi,12/02/2008,51075C0245B,51087C,0245B,No,100-year and 500-year Floodplain,,
5610 Brook Rd,,Retail (Community Center),3,,,C,Existing,2874,2874,$18.60 - 22.73 (Est.),Bank,Richmond,Staples Mill/Parham,,,Northwest,Richmond,VA,23227-2256,Henrico,,,,N,12/9/2022,"525,000",0.00,1991,,2874,10.44,Single,04/02/2009,5101290027D,51087C,0027D,No,100-year and 500-year Floodplain,,Christopher Farag
7601 Brook Rd,Brookside Convenience Center,Retail (Strip Center),2,,,C,Existing,6294,1400,$16.05 - 19.62 (Est.),Storefront,Richmond,Staples Mill/Parham,The Wilton Companies,Charlie Parrish,Northwest,Richmond,VA,23227,Henrico,,,,N,,,100.00,1988,,6294,,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,Richard Johnson
9015 Brook Rd,DMV Branch Office,Retail,3,,,B,Existing,7157,7157,$16.29 - 19.91 (Est.),Freestanding,Richmond,Staples Mill/Parham,,,Northwest,Glen Allen,VA,23060,Henrico,"Porter Realty Company, Inc.",Byron Holmes,1750000,N,,,100.00,1998,,7157,13.97,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,
9820-9992 Brook Rd,,Retail (Power Center),3,,,B,Existing,97930,32540,$19.62 - 23.98 (Est.),Freestanding,Richmond,Staples Mill/Parham,CBRE,Susan Jones,Northwest,Glen Allen,VA,23059-4529,Henrico,,,,N,2/27/2007,,76.46,2001,,97930,,,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,
9853 Brook Rd,,Retail (Neighborhood Center),3,,,B,Existing,9763,1850,$30.77 - 37.61 (Est.),,Richmond,Staples Mill/Parham,Cushman & Wakefield | Thalhimer,Pete Waldbauer,Northwest,Glen Allen,VA,23059,Henrico,,,,N,12/21/2011,"3,550,000",81.05,2002,,9763,6.06,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,James Michael
9970-9978 Brook Rd,,Retail (Power Center),3,,,B,Existing,12904,1200,$26.49 - 32.38 (Est.),Storefront Retail/Office,Richmond,Staples Mill/Parham,CBRE,Susan Jones,Northwest,Glen Allen,VA,23059,Henrico,,,,N,2/27/2007,,90.70,2001,,12904,6.42,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,
9980-9986 Brook Rd,,Retail (Power Center),3,,,B,Existing,10695,2880,$20.37 - 24.90 (Est.),Storefront Retail/Office,Richmond,Staples Mill/Parham,CBRE,Susan Jones,Northwest,Glen Allen,VA,23059,Henrico,,,,N,2/27/2007,,73.07,2001,,10695,4.88,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,
10100-10150 Brook Rd,Virginia Center Marketplace,Retail (Community Center),4,,,A,Existing,161175,1,$22.69 - 27.73 (Est.),,Richmond,Staples Mill/Parham,S.L. Nusbaum Realty Co.,Andrew Thacker,Northwest,Glen Allen,VA,23059-6513,Henrico,,,,N,,,100.00,2000,,161175,,Multi,12/02/2008,51085C0315B,51087C,0315B,No,100-year and 500-year Floodplain,,Jennifer Bitterman
8003-8017 Buford Ct,,Retail (Neighborhood Center),3,,,B,Existing,9880,2400,$16.24 - 19.85 (Est.),,Richmond,Midlothian E/Hull St,"The Shopping Center Group, LLC",David Andrews,Southwest,Bon Air,VA,23235,Chesterfield,,,,N,2/9/2009,"684,652",87.85,1989,,9880,7.29,Multi,12/18/2012,51041C0045D,51041C,0045D,No,100-year and 500-year Floodplain,,
2600-2624 Buford Rd,Bon Air Shopping Center,Retail (Neighborhood Center),3,,,B,Existing,55000,4883,$20.70 - 25.30 (Est.),Storefront,Richmond,Midlothian West,JLL,Gretchen Albert,Southwest,Richmond,VA,23235,Chesterfield,,,,N,,,91.12,1970,,55000,4.41,Multi,12/18/2012,51041C0045D,51041C,0045D,No,100-year and 500-year Floodplain,,
1208 Carmia Way,,Retail (Power Center),3,,,B,Existing,10660,2000,$12.20 - 14.91 (Est.),,Richmond,Midlothian West,S.L. Nusbaum Realty Co.,Nathan Shor,Southwest,Richmond,VA,23235,Chesterfield,,,,N,12/8/2017,"761,215",100.00,1998,,10660,3.80,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,
1281 Carmia Way,Chesterfield Marketplace,Retail (Power Center),3,,,B,Existing,17408,17408,$8.95 - 10.94 (Est.),Storefront,Richmond,Midlothian West,Cushman & Wakefield | Thalhimer,James Ashby,Southwest,North Chesterfield,VA,23235-4755,Chesterfield,,,,N,12/13/2018,"600,000",0.00,1998,,17408,17.23,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,"24'0""",
1305-1381 Carmia Way,Chesterfield Marketplace,Retail (Power Center),3,,,B,Existing,123320,4020,$13.22 - 16.16 (Est.),,Richmond,Midlothian West,S.L. Nusbaum Realty Co.,Nathan Shor,Southwest,North Chesterfield,VA,23235-4785,Chesterfield,,,,N,12/8/2017,"5,898,490",100.00,1998,,123320,1.36,Multi,12/18/2012,51041C0040D,51041C,0040D,No,100-year and 500-year Floodplain,,Esther Rabinowicz
3218-3228 W Cary St,Carytown Square,Retail,3,,,B,Existing,32250,14363,$21.06 - 25.74 (Est.),Freestanding,Richmond,Near West End,Cushman & Wakefield | Thalhimer,Reilly Marchant,Northwest,Richmond,VA,23221-3402,Richmond City,,,,N,,,100.00,1952,,16125,1.55,Multi,04/02/2009,5101290036D,510129,0036D,No,100-year and 500-year Floodplain,,Edward Kassab
3402-3404 W Cary St,,Retail,2,,,C,Existing,4603,2220,$29.13 - 35.61 (Est.),Freestanding,Richmond,Near West End,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23221,Richmond City,,,,N,12/19/2017,,100.00,1939,,4373,0.91,Multi,04/02/2009,5101290036D,510129,0036D,No,100-year and 500-year Floodplain,,
3451 W Cary St,,Retail,2,,,C,Existing,3455,1900,$21.43 - 26.20 (Est.),Freestanding,Richmond,Near West End,,,Northwest,Richmond,VA,23221,Richmond City,,,,N,,,45.01,1922,,2000,1.45,Multi,04/02/2009,5101290036D,510129,0036D,No,100-year and 500-year Floodplain,,
3500-3510 W Cary St,,Retail (Neighborhood Center),4,,,A,Existing,19274,4013,$20.01 - 24.45 (Est.),Storefront,Richmond,Near West End,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23221-2729,Richmond City,,,,N,,,79.18,2022,,19274,,Multi,04/02/2009,5101290036D,510129,0036D,No,100-year and 500-year Floodplain,,Erline Goodwyn
6551 Centralia Rd,Chesterfield Meadows,Retail (Community Center),2,,,B,Existing,19992,1750,$16.40 - 20.05 (Est.),,Richmond,South Chesterfield,S.L. Nusbaum Realty Co.,Robert Butcher,Southwest,Chester,VA,23831,Chesterfield,,,,N,,,100.00,1986,,19992,,,12/18/2012,51041C0307D,51041C,0307D,No,100-year and 500-year Floodplain,,
9178 Chamberlayne Rd,,Retail,2,,,C,Existing,4309,4309,$13.05 - 15.95 (Est.),Fast Food,Richmond,I-95 Chamberlayne/NE,Cushman & Wakefield | Thalhimer,James Ashby,Northeast,Mechanicsville,VA,23116,Hanover,,,,N,6/27/2018,"2,326,862",0.00,1996,,4309,,Single,12/02/2008,51085C0320B,51085C,0320B,No,100-year and 500-year Floodplain,,
9325 Chamberlayne Rd,Rutland Place Building A,Retail (Strip Center),3,,,B,Existing,8200,1700,$12.04 - 14.72 (Est.),,Richmond,I-95 Chamberlayne/NE,Cushman & Wakefield | Thalhimer,James Ashby,Northeast,Mechanicsville,VA,23116-2895,Hanover,,,,N,,,100.00,2020,,8200,,,12/02/2008,51085C0320B,51085C,0320B,No,100-year and 500-year Floodplain,,
9502 Chamberlayne Rd,Hanover Commons,Retail (Neighborhood Center),2,,,C,Existing,73738,7125,$16.39 - 20.03 (Est.),Storefront,Richmond,I-95 Chamberlayne/NE,The Wilton Companies,Doug Mallory,Northeast,Mechanicsville,VA,23116,Hanover,,,,N,,,90.34,1990,,73738,2.88,Multi,12/02/2008,51085C0320B,51085C,0320B,No,100-year and 500-year Floodplain,,Richard Johnson
12228-12296 Chattanooga Plz,Chesterfield Crossing,Retail (Power Center),3,,,B,Existing,60094,3200,$22.36 - 27.32 (Est.),Freestanding,Richmond,Swift Creek,Cushman & Wakefield | Thalhimer,Alicia Brown,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,7/22/2021,"8,942,951",97.34,2000,,60094,7.17,Multi,12/18/2012,51041C0140D,51041C,0140D,No,100-year and 500-year Floodplain,,Adam Santos
9801-9898 Chester Rd,Centralia Crossing,Retail (Neighborhood Center),3,,,C,Existing,50724,10700,$13.38 - 16.35 (Est.),Supermarket,Richmond,South Chesterfield,,,Southwest,Chester,VA,23831-1104,Chesterfield,,,,N,4/21/2020,"4,041,000",78.91,1991,,50724,5.15,Multi,12/18/2012,51041C0164D,51041C,0164D,Yes,100-year Floodplain,,Paula Marcos
6411-6439 Chesterfield Meadows Dr,Chesterfield Meadows South,Retail (Community Center),3,,,B,Existing,16500,1,$16.72 - 20.44 (Est.),,Richmond,South Chesterfield,S.L. Nusbaum Realty Co.,Andrew Thacker,Southwest,Chester,VA,23831,Chesterfield,,,,N,,,100.00,1986,,16500,6.81,Multi,12/18/2012,51041C0326D,51041C,0326D,No,100-year and 500-year Floodplain,,
5201 Chippenham Crossing Ctr,,Retail (Neighborhood Center),4,,,A,Existing,43657,43657,$12.32 - 15.06 (Est.),,Richmond,Midlothian E/Hull St,"The Shopping Center Group, LLC",David Andrews,Southwest,Richmond,VA,23234,Chesterfield,,,,N,,,0.00,1998,,43657,6.02,Single,12/18/2012,51041C0153D,51041C,0153D,No,100-year and 500-year Floodplain,,Susan Heath
101 E Clay St,,Retail,1,,,C,Existing,6312,3591,$16.26 - 19.87 (Est.),Storefront Retail/Office,Richmond,Downtown,Cushman & Wakefield | Thalhimer,Reilly Marchant,Downtown,Richmond,VA,23219,Richmond City,,,,N,12/4/2018,"650,000",43.11,1910,,3156,,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,
6921-6945 Commons Plaza,Courthouse Shops,Retail (Strip Center),3,,,B,Existing,12336,3781,$19.01 - 23.23 (Est.),Freestanding,Richmond,South Chesterfield,Segall Group,Trey Blankinship,Southwest,Chesterfield,VA,23832-6457,Chesterfield,,,,N,12/6/2018,"3,050,000",69.35,2004,,12336,,Multi,12/18/2012,51041C0145D,51041C,0145D,No,100-year and 500-year Floodplain,,Matthew Allen
4500-4508 Commonwealth Center Pky,Gold Crest Shopping Center,Retail (Community Center),3,,,B,Existing,4500,1500,$21.70 - 26.52 (Est.),,Richmond,Swift Creek,,,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,11/29/2018,,66.67,2001,,4500,,Multi,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,,
4572 Commonwealth Center Pky,Commonwealth Center II,Retail (Community Center),3,,,B,Existing,9460,9460,$21.05 - 25.73 (Est.),Freestanding,Richmond,Swift Creek,Colliers | Virginia,Peter Vick,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,11/29/2018,,100.00,2001,,9460,,Single,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,,
4600-4680 Commonwealth Centre Pky,,Retail (Community Center),3,,,B,Existing,47598,1600,$26.00 - 31.78 (Est.),,Richmond,Swift Creek,,,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,11/29/2018,,96.64,2001,,47598,4.85,Multi,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,,
4801-4931 Commonwealth Centre Pky,Commonwealth Centre I,Retail (Power Center),3,,,B,Existing,120691,53947,$20.49 - 25.05 (Est.),,Richmond,Swift Creek,"Sigma National, Inc.",Wilson Davis,Southwest,Midlothian,VA,23112,Chesterfield,,,,N,,,55.30,1999,,120691,5.01,Multi,12/18/2012,51041C0117D,51041C,0117D,No,100-year and 500-year Floodplain,,
4120 Cox Rd,Hondo Shoppes,Retail,3,,,B,Existing,14127,2800,$26.75 - 32.70 (Est.),Restaurant,Richmond,Broad St Corridor,Cushman & Wakefield | Thalhimer,Alicia Brown,Northwest,Glen Allen,VA,23060,Henrico,,,,N,12/28/2011,"2,000,000",80.18,1992,,14127,4.46,Multi,12/02/2008,51085C0290B,51087C,0290B,No,100-year and 500-year Floodplain,,
3120 S Crater Rd,Pep Boys,Retail,2,,,C,Existing,22361,13100,$9.98 - 12.20 (Est.),Auto Repair,Richmond,Petersburg,,,TriCities,Petersburg,VA,23805-9219,Petersburg,,,,N,,,100.00,1980,,22361,3.44,Single,05/16/2012,51149C0155B,510112,0155B,No,100-year and 500-year Floodplain,,
4130 Crossings Ct,,Retail,3,,,,Existing,7520,4380,$14.12 - 17.25 (Est.),Storefront Retail/Office,Richmond,Prince George,Roslyn Farm Corp,Nick Walker,Prince George,Prince George,VA,23875-1520,Prince George,,,,N,,,41.76,2020,,7520,,Multi,06/02/2015,51149C0040C,51149C,0040C,No,100-year and 500-year Floodplain,,Nick Walker
3517-3531 Ellwood Ave,,Retail (Neighborhood Center),4,,,A,Existing,13840,5728,$19.60 - 23.96 (Est.),Storefront,Richmond,Near West End,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23221,Richmond City,,,,N,,,58.61,2020,,13840,,,04/02/2009,5101290036D,510129,0036D,No,100-year and 500-year Floodplain,,Erline Goodwyn
412 England St,,Retail,2,,,C,Existing,7500,2400,$11.06 - 13.52 (Est.),Freestanding,Richmond,I-95 Ashland/NW,Commonwealth Commercial Partners,Michael Morris,Northwest,Ashland,VA,23005-2199,Hanover,,,,N,,,68.00,1900,,7125,2.67,Multi,03/02/2009,51033C0475C,51085C,0475C,No,100-year and 500-year Floodplain,,
709 England St,,Retail,3,,,B,Existing,3522,3522,$20.65 - 25.23 (Est.),Fast Food,Richmond,I-95 Ashland/NW,BHHS Towne Realty,Janet Moore,Northwest,Ashland,VA,23005-2230,Hanover,BHHS Towne Realty,Janet Moore,1425000,Y,11/1/2021,,,2016,,3522,9.12,Single,03/02/2009,51033C0475C,51085C,0475C,No,100-year and 500-year Floodplain,,
802 England St,,Retail,2,,,C,Existing,4400,4400,$21.13 - 25.82 (Est.),Storefront Retail/Office,Richmond,I-95 Ashland/NW,Commonwealth Commercial Partners,Michael Morris,Northwest,Ashland,VA,23005,Hanover,Commonwealth Commercial Partners,Michael Morris,,Y,,,0.00,1980,,2200,9.03,Multi,03/02/2009,51033C0475C,51085C,0475C,No,100-year and 500-year Floodplain,,Ronald Martin
4724-4762 Finlay St,,Retail (Community Center),3,,,C,Existing,54511,960,$13.94 - 17.04 (Est.),Storefront,Richmond,East End,Wheeler Real Estate Company,Raymond Hicks,Southeast,Henrico,VA,23231-2754,Henrico,,,,N,12/7/2016,"5,017,703",98.24,1980,1995,54511,5.67,Multi,12/02/2008,51085C0440B,51087C,0440B,No,100-year and 500-year Floodplain,,
7000 Forest Ave,Wilton Square at Reynolds Crossing,Retail (Strip Center),3,,,B,Existing,18916,2315,$28.49 - 34.82 (Est.),Freestanding,Richmond,Willowlawn,Cushman & Wakefield | Thalhimer,James Ashby,Northwest,Richmond,VA,23230-1725,Henrico,,,,N,3/15/2016,"7,325,000",100.00,2015,,18916,6.20,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,Richard Johnson
6801-6845 Forest Hill Ave,,Retail (Neighborhood Center),3,,,B,Existing,65000,3200,$17.84 - 21.81 (Est.),Storefront,Richmond,Midlothian E/Hull St,Commonwealth Commercial Partners,Michael Morris,Southwest,Richmond,VA,23225,Richmond City,,,,N,,,96.62,1994,1996,58105,4.21,Multi,12/18/2012,51041C0045D,510129,0045D,No,100-year and 500-year Floodplain,,John Robins
7029 Forest Hill Ave,,Retail (Power Center),3,,,B,Existing,5388,1500,$17.37 - 21.23 (Est.),Freestanding,Richmond,Midlothian E/Hull St,Cushman & Wakefield | Thalhimer,James Ashby,Southwest,Richmond,VA,23225-1625,Richmond City,,,,N,,,72.16,2005,,5388,9.28,Multi,12/18/2012,51041C0045D,510129,0045D,No,100-year and 500-year Floodplain,,
7101 Forest Hill Ave,The Shops at Stratford Hills,Retail (Power Center),4,,,A,Existing,176500,11000,$18.98 - 23.20 (Est.),,Richmond,Midlothian E/Hull St,Cushman & Wakefield | Thalhimer,James Ashby,Southwest,Richmond,VA,23225,Richmond City,,,,N,,,93.77,2006,,176500,4.74,Multi,12/18/2012,51041C0045D,510129,0045D,No,100-year and 500-year Floodplain,,Will Allen
7338-7344 Forest Hill Ave,Shoppes at Forest Hill,Retail (Strip Center),2,,,C,Existing,8100,5275,$24.63 - 30.11 (Est.),Retail Building,Richmond,Midlothian E/Hull St,Cushman & Wakefield | Thalhimer,Alicia Brown,Southwest,Richmond,VA,23225,Richmond City,,,,N,,,49.38,1966,,8100,3.33,Multi,12/18/2012,51041C0045D,510129,0045D,No,100-year and 500-year Floodplain,,
1617 E Franklin St,,Retail,2,,,C,Existing,5444,4646,$16.25 - 19.86 (Est.),Storefront Retail/Office,Richmond,Downtown,"Porter Realty Company, Inc.",Cliff Porter,Downtown,Richmond,VA,23219,Richmond City,,,,N,,,14.66,1920,,1815,,Multi,07/16/2014,5101290041D,510129,0041D,Yes,100-year Floodplain,,
1300-1302 Gaskins Rd,Gayton Crossing,Retail (Community Center),3,,,B,Existing,15530,4150,$26.99 - 32.99 (Est.),Storefront Retail/Office,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4919,Henrico,,,,N,6/23/2022,"4,078,407",100.00,1981,,8500,2.59,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
1304-1326 Gaskins Rd,Gayton Crossing,Retail (Community Center),3,,,B,Existing,20170,3810,$27.28 - 33.34 (Est.),Storefront,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4919,Henrico,,,,N,6/23/2022,"4,873,680",95.04,1981,,20170,5.43,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
1328-1354 Gaskins Rd,Gayton Crossing,Retail (Community Center),2,,,C,Existing,27470,7750,$20.12 - 24.59 (Est.),Storefront,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4919,Henrico,,,,N,6/23/2022,"5,318,993",100.00,1983,,27470,4.13,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
1358-1368 Gaskins Rd,Gayton Crossing,Retail (Community Center),3,,,C,Existing,11400,3300,$19.23 - 23.50 (Est.),Storefront,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4919,Henrico,,,,N,6/23/2022,"2,317,862",100.00,1981,,11400,6.38,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
9700 Gayton Rd,Pad 5,Retail (Community Center),3,,,B,Existing,2485,2485,$14.57 - 17.81 (Est.),Freestanding,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4907,Henrico,,,,N,6/23/2022,"586,134",0.00,1981,,2485,11.27,Single,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
9720-9738 Gayton Rd,Gayton Crossing,Retail (Community Center),3,,,B,Existing,10140,4266,$19.08 - 23.31 (Est.),Storefront,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4907,Henrico,,,,N,6/23/2022,"2,061,675",100.00,1981,,10140,5.59,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
9740-9756 Gayton Rd,Gayton Crossing,Retail (Community Center),3,,,B,Existing,10464,3360,$19.82 - 24.22 (Est.),Storefront,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4907,Henrico,,,,N,6/23/2022,"2,376,664",100.00,1981,,10464,5.52,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
9764-9780 Gayton Rd,Gayton Crossing,Retail (Community Center),3,,,B,Existing,10469,2484,$18.90 - 23.10 (Est.),Storefront,Richmond,Far West End South,Colliers | Virginia,Peter Vick,Northwest,Richmond,VA,23238-4907,Henrico,,,,N,6/23/2022,"2,128,575",100.00,1981,,9196,4.14,Multi,12/18/2012,51041C0050D,51087C,0050D,No,100-year and 500-year Floodplain,,
304 E Grace St,,Retail,2,,,C,Existing,5340,2150,$16.48 - 20.14 (Est.),Storefront Retail/Office,Richmond,Downtown,"Porter Realty Company, Inc.",Wilson Flohr,Downtown,Richmond,VA,23219,Richmond City,,,,N,,,100.00,1930,,2670,,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,
814 W Grace St,,Retail,3,,,B,Existing,6535,3423,$19.65 - 24.01 (Est.),Restaurant,Richmond,Near West End,Blue Whale Commercial,Eddie Jackson,Northwest,Richmond,VA,23220,Richmond City,,,,N,11/19/2012,,100.00,1971,,3250,,Multi,04/02/2009,5101290037D,510129,0037D,No,100-year and 500-year Floodplain,,Benjamin Lambert
7300-7328 Hancock Village Dr,Hancock Village Shops - Building C,Retail (Power Center),3,,,B,Existing,14831,2101,$27.89 - 34.09 (Est.),,Richmond,Swift Creek,Rivercrest Realty Investors,Alexis Johnson,Southwest,Chesterfield,VA,23832-2771,Chesterfield,,,,N,12/17/2018,"3,065,997",85.83,2009,,14831,5.34,Multi,12/18/2012,51041C0120D,51041C,0120D,No,100-year and 500-year Floodplain,,
